set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
71739-1,Ninjago,Ultra Sonic Raider,2021,725,njo0613 njo0615 njo0618 njo0649 njo0670 njo0709 njo0710,"$79.99, €89.99 | More",
71740-1,Ninjago,Jay's Electro Mech,2021,106,njo0639 njo0688,"$19.99, €19.99 | More",
71741-1,Ninjago,NINJAGO City Gardens,2021,5685,22  (19 unique to this set),"$349.99, €349.99 | More",
71742-1,Ninjago,Overlord Dragon,2021,372,njo0654 njo0676,"$29.99, €29.99 | More",
71745-1,Ninjago,Lloyd's Jungle Chopper Bike,2021,183,njo0682 njo0683 njo0685,"$19.99, €19.99 | More",
71746-1,Ninjago,Jungle Dragon,2021,506,njo0682 njo0684 njo0686 njo0687,"$39.99, €39.99 | More",
71747-1,Ninjago,The Keepers' Village,2021,632,njo0677 njo0678 njo0679 njo0680 njo0686,"$49.99, €49.99 | More",
71748-1,Ninjago,Catamaran Sea Battle,2021,780,njo0677 njo0679 njo0680 njo0685 njo0686 njo0687,"$69.99, €69.99 | More",
71749-1,Ninjago,Final Flight of Destiny's Bounty,2021,147,njo0489 njo0492 njo0644 njo0713,"$39.99, €39.99 | More",
71750-1,Ninjago,Lloyd's Hydro Mech,2021,228,njo0696 njo0702,"$19.99, €19.99 | More",
71752-1,Ninjago,Ninja Sub Speeder,2021,356,njo0696 njo0700 njo0701,"$39.99, €39.99 | More",
71753-1,Ninjago,Fire Dragon Attack,2021,563,njo0613 njo0642 njo0670 njo0707,"$49.99, €49.99 | More",
71754-1,Ninjago,Water Dragon,2021,737,njo0696 njo0697 njo0699 njo0705,"$79.99, €79.99 | More",
71755-1,Ninjago,Temple of the Endless Sea,2021,1060,njo0693 njo0694 njo0695 njo0696 njo0697 njo0705,"$99.99, €109.99 | More",
71756-1,Ninjago,Hydro Bounty,2021,1159,10  (3 unique to this set),"$139.99, €149.99 | More",
75295-1,Star Wars,Millennium Falcon Microfighter,2021,101,sw0771,"$9.99, €9.99 | More",
75296-1,Star Wars,Darth Vader Meditation Chamber,2021,663,sw1112 sw1154,"$69.99, €69.99 | More",
75297-1,Star Wars,Resistance X-wing Starfighter,2021,60,sw1034 sw1145,"$19.99, €19.99 | More",
75298-1,Star Wars,AT-AT vs. Tauntaun Microfighters,2021,205,sw1104 sw1143,"$19.99, €19.99 | More",
75299-1,Star Wars,Trouble on Tatooine,2021,276,sw1074 sw1113 sw1135,"$29.99, €29.99 | More",
75300-1,Star Wars,Imperial TIE Fighter,2021,432,sw1136 sw1137 sw1138,"$44.99, €44.99 | More",
75301-1,Star Wars,Luke Skywalker's X-wing Fighter,2021,474,sw1036 sw1085 sw1139 sw1140,"$49.99, €49.99 | More",
75302-1,Star Wars,Imperial Shuttle,2021,660,sw0635 sw1141 sw1142,"$69.99, €79.99 | More",
75304-1,Star Wars,Darth Vader Helmet,2021,834,,"$79.99, €79.99 | More",
75305-1,Star Wars,Scout Trooper Helmet,2021,471,,"$49.99, €49.99 | More",
75306-1,Star Wars,Imperial Probe Droid,2021,683,,"$59.99, €69.99 | More",
75307-1,Star Wars,LEGO Star Wars Advent Calendar,2021,335,sw1074 sw1115 sw1116 sw1137 sw1170 sw1173 sw1174,"$39.99, €29.99 | More",
75308-1,Star Wars,R2-D2,2021,2314,sw1085,"$239.99, €239.99 | More",
75309-1,Star Wars,Republic Gunship,2021,3292,sw1146 sw1165,"$399.99, €399.99 | More",
75310-1,Star Wars,Duel on Mandalore,2021,147,sw1096 sw1155,"$19.99, €19.99 | More",
75311-1,Star Wars,Imperial Armored Marauder,2021,478,sw1156 sw1157 sw1167 sw1168,"$39.99, €39.99 | More",
75312-1,Star Wars,Boba Fett's Starship,2021,593,sw1135 sw1158,"$49.99, €49.99 | More",
75313-1,Star Wars,AT-AT,2021,6785,9  (3 unique to this set),"$849.99, €849.99 | More",
10270-1,Creator Expert,Bookshop,2020,2504,twn383 twn384 twn385 twn386 twn387,"$199.99, €199.99 | More",
10271-1,Creator Expert,Fiat 500,2020,960,,"$89.99, €79.99 | More",
10272-1,Creator Expert,Old Trafford - Manchester United,2020,3898,,"$299.99, €279.99 | More",
10273-1,Icons,Haunted House,2020,3231,10  (10 unique to this set),"$299.99, €299.99 | More",
10274-1,Icons,Ghostbusters ECTO-1,2020,2352,,"$239.99, €239.99 | More",
10275-1,Icons,Elf Club House,2020,1197,hol203 hol204 hol205 hol206,"$99.99, €89.99 | More",
10276-1,Icons,Colosseum,2020,9036,,"$549.99, €549.99 | More",
10277-1,Icons,Crocodile Locomotive,2020,1271,trn253 trn254,"$99.99, €99.99 | More",
10909-1,Duplo,Heart Box,2020,80,,"$19.99, €19.99 | More",
10913-1,Duplo,Brick Box,2020,65,47205pb068 47205pb069,"$29.99, €29.99 | More",
10914-1,Duplo,Deluxe Brick Box,2020,85,47205pb072 47205pb074,"$49.99, €49.99 | More",
10915-1,Duplo,Alphabet Truck,2020,36,47205pb071 47205pb074,"$24.99, €29.99 | More",
10917-1,Duplo,Fire Truck,2020,6,,"$6.99, €4.86 | More",
10918-1,Duplo,Tow Truck,2020,7,,"$6.99, €4.99 | More",
10919-1,Duplo,Batcave,2020,33,47394pb285 47394pb286 47394pb287,"$29.99, €34.99 | More",
10920-1,Duplo,Elsa and Olaf's Tea Party,2020,17,47394pb277 dupsnowman01,"$19.99, €19.99 | More",
10921-1,Duplo,Super Heroes Lab,2020,30,47394pb192 47394pb281 47394pb282,"$29.99, €29.99 | More",
10922-1,Duplo,Ariel's Undersea Castle,2020,35,dupmermaid02,"$29.99, €29.99 | More",
10924-1,Duplo,Lightning McQueen's Race Day,2020,42,crs021 crs044,"$29.99, €29.99 | More",
10925-1,Duplo,Playroom,2020,17,47205pb070 47205pb074,"$14.99, €14.99 | More",
10926-1,Duplo,Bedroom,2020,16,47205pb069 47205pb071,"$14.99, €14.99 | More",
10927-1,Duplo,Pizza Stand,2020,18,47394pb280,"$9.99, €9.99 | More",
10928-1,Duplo,Bakery,2020,46,47205pb072 47394pb283,"$34.99, €39.99 | More",
10929-1,Duplo,Modular Playhouse,2020,129,47205pb073 47394pb280 47394pb284,"$59.99, €59.99 | More",
10930-1,Duplo,Bulldozer,2020,10,47394pb288,"$9.99, €9.99 | More",
10931-1,Duplo,Truck & Tracked Excavator,2020,20,47394pb288 47394pb289,"$19.99, €19.99 | More",
10932-1,Duplo,Wrecking Ball Demolition,2020,56,47394pb289 47394pb290 47394pb291,"$59.99, €59.99 | More",
10933-1,Duplo,Tower Crane & Construction,2020,123,47394pb280 47394pb288 47394pb289 47394pb291 47394pb292,"$129.99, €129.99 | More",
10934-1,Duplo,Creative Animals,2020,175,,"$59.99, €59.99 | More",
11006-1,Classic,Creative Blue Bricks,2020,52,,"$4.99, €4.99 | More",
11007-1,Classic,Creative Green Bricks,2020,60,,"$4.99, €4.99 | More",
11008-1,Classic,Bricks and Houses,2020,270,,"$19.99, €19.99 | More",
11009-1,Classic,Bricks and Lights,2020,441,,"$29.99, €29.99 | More",
11010-1,Classic,White Baseplate,2020,1,,"$7.99, €8.99 | More",
11011-1,Classic,Bricks and Animals,2020,1500,,"$59.99, €59.99 | More",
11717-1,Classic,Bricks Bricks Plates,2020,1504,,"$69.99, €69.99 | More",
11929-1,Miscellaneous,The LEGO Games Book parts,2020,0,,,
11930-1,Miscellaneous,Halloween Ideas parts,2020,0,,,
11931-1,Miscellaneous,Cute Ideas parts,2020,35,,,
11933-1,Miscellaneous,Epic History parts,2020,53,,,
11934-1,Jurassic World,Jurassic World Build Your Own Adventure parts,2020,63,jw023,,
11936-1,City,City Build Your Own Adventure: Police Chase parts,2020,,,,
11938-1,Creator,Robot,2020,45,,,
11939-1,Creator,Octopus,2020,63,,,
11940-1,Creator,Castle,2020,52,,,
11941-1,Creator,Frog,2020,56,,,
11942-1,Creator,Lunar Lander,2020,45,,,
11943-1,Creator,Ant,2020,25,,,
21051-1,Architecture,Tokyo,2020,547,,"$59.99, €59.99 | More",
21052-1,Architecture,Dubai,2020,740,,"$59.99, €59.99 | More",
21054-1,Architecture,The White House,2020,1483,,"$99.99, €99.99 | More",
21156-1,Minecraft,BigFig Creeper and Ocelot,2020,184,,"$14.99, €14.61 | More",
21157-1,Minecraft,BigFig Pig with Baby Zombie,2020,159,,"$14.99, €14.61 | More",
21158-1,Minecraft,The Panda Nursery,2020,204,min017,"$19.99, €19.99 | More",
21159-1,Minecraft,The Pillager Outpost,2020,303,min080 min081 min082,"$29.99, €29.99 | More",
21160-1,Minecraft,The Illager Raid,2020,562,min075 min076 min077 min078 min079,"$59.99, €69.99 | More",
21161-1,Minecraft,The Crafting Box 3.0,2020,564,min010 min012 min013 min017,"$69.99, €79.99 | More",
21162-1,Minecraft,The Taiga Adventure,2020,74,min011 min074,"$9.99, €9.99 | More",
21163-1,Minecraft,The Redstone Battle,2020,504,min083 min084 min085 min086,"$39.99, €54.99 | More",
21321-1,Ideas,International Space Station,2020,864,,"$69.99, €69.99 | More",
21322-1,Ideas,Pirates of Barracuda Bay,2020,2545,10  (9 unique to this set),"$199.99, €199.99 | More",
21323-1,Ideas,Grand Piano,2020,3662,,"$399.99, €399.99 | More",
21324-1,Ideas,123 Sesame Street,2020,1367,idea073 idea074 idea075 idea076 idea077 idea078,"$119.99, €119.99 | More",
30329-1,Duplo,My First Giraffe,2020,5,,$4.99,
30330-1,Duplo,Birthday Cake,2020,9,,"$4.99, €3.99 | More",
30341-1,Monkie Kid,Monkie Kid's Delivery Bike,2020,22,mk007,,
30342-1,Speed Champions,Lamborghini Huracán Super Trofeo EVO,2020,70,,"$4.99, €3.89 | More",
30366-1,City,Police Car,2020,37,cty1090,"$4.99, €3.99 | More",
30367-1,City,Police Helicopter,2020,39,cty1148,$4.99,
30368-1,City,Fire Rescue Water Scooter,2020,33,cty1157,$4.99,
30369-1,City,Beach Buggy,2020,45,cty1149,"$4.99, €3.99 | More",
30370-1,City,Ocean Diver,2020,22,cty1173,,
30385-1,Super Mario,Super Mushroom Surprise,2020,18,mar0061,$4.99 | More,
30386-1,Star Wars,Poe Dameron's X-wing Fighter,2020,72,,"$4.99, €3.99 | More",
30394-1,Minecraft,The Skeleton Defense,2020,31,min011 min017,€3.99 | More,
30411-1,Friends,Chocolate Box & Flower,2020,75,,"$4.99, €3.99 | More",
30412-1,Friends,Park Picnic,2020,44,frnd0241,"$4.99, €3.99 | More",
30420-1,Harry Potter,Harry Potter and Hedwig: Owl Delivery,2020,31,hp150,,
30453-1,Marvel Super Heroes,Captain Marvel and Nick Fury,2020,32,sh0554 sh0605,"$4.99, €3.99 | More",
30463-1,Hidden Side,Chef Enzo's Haunted Hotdogs,2020,43,hs057,$4.99,
30464-1,Hidden Side,El Fuego's Stunt Cannon,2020,46,hs042,"$4.99, €3.99 | More",
30536-1,Ninjago,Combo Charger,2020,71,,$4.99,
30537-1,Ninjago,Merchant Avatar Jay,2020,47,njo0595,$4.99,
30548-1,Miscellaneous,Build Your Own Birds - Make It Yours,2020,26,,$4.99,
30549-1,Miscellaneous,Build Your Own Vehicles - Make It Yours,2020,59,,$4.99 | More,
30550-1,Creator,Easter Bunny,2020,67,,$4.99 | More,
30554-1,Disney,Cinderella Mini Castle,2020,43,dp095a,$4.99,
30555-1,Trolls World Tour,Poppy's Carriage,2020,51,twt005,"$4.99, €3.89 | More",
30556-1,Dots,Mini Frame,2020,85,,"$4.99, €3.99 | More",
30574-1,Creator,Cat,2020,55,,"$4.99, €3.99 | More",
30575-1,Creator,Train,2020,59,,"$4.99, €3.99 | More",
30576-1,Creator,Holiday Tree,2020,70,,$4.99,
30628-1,Harry Potter,Monster Book of Monsters,2020,320,hp262,$24.99,
31099-1,Creator,Propeller Plane,2020,128,,"$9.99, €9.99 | More",
31100-1,Creator,Sports Car,2020,134,,"$9.99, €9.99 | More",
31101-1,Creator,Monster Truck,2020,163,,"$14.99, €14.99 | More",
31102-1,Creator,Fire Dragon,2020,234,,"$19.99, €19.99 | More",
31103-1,Creator,Rocket Truck,2020,198,,"$19.99, €24.36 | More",
31104-1,Creator,Monster Burger Truck,2020,499,twn379 twn380,"$49.99, €49.99 | More",
31105-1,Creator,Townhouse Toy Store,2020,554,twn381 twn382,"$39.99, €49.99 | More",
31107-1,Creator,Space Rover Explorer,2020,510,twn400,"$39.99, €49.99 | More",
31108-1,Creator,Caravan Family Holiday,2020,766,twn397 twn398 twn399,"$69.99, €79.99 | More",
31109-1,Creator,Pirate Ship,2020,1264,gen047 pi185 pi186 pi187,"$119.99, €129.99 | More",
31197-1,Art,Andy Warhol's Marilyn Monroe,2020,3341,,"$119.99, €119.99 | More",
31198-1,Art,The Beatles,2020,2933,,"$119.99, €119.99 | More",
31199-1,Art,Marvel Studios Iron Man,2020,3167,,"$119.99, €119.99 | More",
31200-1,Art,Star Wars The Sith,2020,3406,,"$119.99, €119.99 | More",
40355-1,Seasonal,Year of the Rat,2020,162,,,
40357-1,Miscellaneous,BYGGLEK,2020,201,,€14.99,
40370-1,Promotional,LEGO Trains 40th Anniversary Set,2020,188,trn252,$19.99 | More,
40371-1,Seasonal,Easter Egg,2020,239,,"$12.99, €12.99 | More",
40372-1,City,Police MF Accessory Set,2020,42,cty1042 cty1145 cty1146 cty1147,"$12.99, €12.99 | More",
40373-1,Collectable Minifigures,Fairground Accessory Set,2020,51,cty1150 cty1151 cty1152 cty1153,"$12.99, €12.99 | More",
40374-1,Ninjago,Golden Zane Accessory Set,2020,73,njo0589 njo0590 njo0591 njo0592,"$12.99, €12.99 | More",
40375-1,Xtra,Sports Accessories,2020,36,,"$3.99, €3.99 | More",
40376-1,Xtra,Botanical Accessories,2020,32,,"$3.99, €3.99 | More",
40377-1,BrickHeadz,Donald Duck,2020,90,,"$9.99, €9.99 | More",
40378-1,BrickHeadz,Goofy & Pluto,2020,214,,"$14.99, €14.99 | More",
40379-1,BrickHeadz,Valentine's Bear,2020,150,,"$9.99, €9.99 | More",
40380-1,BrickHeadz,Easter Sheep,2020,192,,"$9.99, €9.99 | More",
40381-1,BrickHeadz,Monkey King,2020,175,,"$9.99, €9.99 | More",
40382-1,Seasonal,Birthday Set,2020,141,hol197,"$12.99, €12.99 | More",
40383-1,BrickHeadz,Wedding Bride,2020,306,,"$12.99, €12.99 | More",
40384-1,BrickHeadz,Wedding Groom,2020,255,,"$12.99, €12.99 | More",
40385-1,Miscellaneous,Trophy,2020,200,,"$12.99, €12.99 | More",
40386-1,Brick Sketches,Batman,2020,115,,"$16.99, €19.99 | More",
40391-1,Brick Sketches,First Order Stormtrooper,2020,151,,"$16.99, €19.99 | More",
40393-1,Promotional,LEGOLAND Fire Academy,2020,221,LLP029 LLP030 LLP031,,
40394-1,Promotional,LEGO House Chef,2020,8,chef027,,
40395-1,Promotional,Chinese Dragon,2020,67,,,
40396-1,Promotional,Valentine Panda,2020,53,,€2.99 | More,
40397-1,Promotional,Koi Fish,2020,33,,,
40398-1,Promotional,Easter Bunny,2020,43,,€2.99 | More,
40399-1,Promotional,Flowers and Watering Can,2020,47,,€2.99 | More,
40400-1,Promotional,Bird in a tree,2020,37,,,
40401-1,Promotional,Dog and Cat Friendship Day,2020,73,,€2.99 | More,
40402-1,Promotional,Youth Day Kids,2020,63,,,
40403-1,Promotional,Literacy Day Unicorn,2020,54,,€2.99 | More,
40404-1,Promotional,Teachers Day,2020,43,,€2.99 | More,
40405-1,Promotional,Kindness Day,2020,49,,€2.99 | More,
40406-1,Promotional,Human Rights Day Dove,2020,50,,€2.99 | More,
40407-1,Star Wars,Death Star II Battle,2020,235,,,
40408-1,Hidden Side,Drag Racer,2020,134,hs009 hs040,$12.99 | More,
40409-1,Promotional,Hot Rod,2020,142,twn395 twn396,$12.99 | More,
40410-1,Seasonal,Charles Dickens Tribute,2020,333,hol211 hol212 hol213,"$22.99, €24.99",
40411-1,Promotional,Creative Fun 12-in-1,2020,240,,,
40412-1,BrickHeadz,Hagrid & Buckbeak,2020,270,,,
40413-1,Mindstorms,LEGO MINDSTORMS Mini Robots,2020,366,,,
40414-1,Super Mario,Monty Mole & Super Mushroom,2020,163,mar0008 mar0029 mar0061,,
40416-1,Seasonal,Ice Skating Rink,2020,304,hol216 hol217,"$19.99, €19.99",
40418-1,Marvel Super Heroes,Falcon & Black Widow Team-Up,2020,60,sh0624 sh0637 sh0642,"$14.99, €14.99 | More",
40419-1,Harry Potter,Hogwarts Students Accessory Set,2020,53,hp220 hp221 hp222 hp223,"$14.99, €14.99 | More",
40422-1,BrickHeadz,Frankenstein,2020,108,,"$9.99, €9.99 | More",
40423-1,Seasonal,Halloween Hayride,2020,148,gen047 hol207 hol208,"$12.99, €12.99 | More",
40424-1,Seasonal,Winter Snowball Fight,2020,149,hol214 hol215,"$12.99, €12.99 | More",
40425-1,BrickHeadz,Nutcracker,2020,180,,"$9.99, €9.99 | More",
40426-1,Seasonal,Christmas Wreath 2-in-1,2020,510,,"$39.99, €39.99 | More",
40428-1,Brick Sketches,The Joker,2020,170,,"$16.99, €19.99 | More",
40429-1,Promotional,LEGOLAND NINJAGO World,2020,440,LLP017 LLP018 LLP019 LLP020,$39.99,
40431-1,Brick Sketches,BB-8,2020,171,,"$16.99, €16.99 | More",
40436-1,BrickHeadz,Lucky Cat,2020,134,,"$9.99, €9.99 | More",
40438-1,Dots,Extra DOTS - Levi Jeans Confetti Bag,2020,110,,,
40474-1,Monkie Kid,Build your own Monkey King,2020,24,,,
40501-1,Promotional,The Wooden Duck,2020,621,,,
41250-1,Trolls World Tour,Techno Reef Dance Party,2020,173,twt001,"$19.99, €24.99 | More",
41251-1,Trolls World Tour,Poppy's Pod,2020,103,twt009,"$19.99, €19.99 | More",
41252-1,Trolls World Tour,Poppy's Air Balloon Adventure,2020,250,twt002 twt003 twt004,"$29.99, €34.99 | More",
41253-1,Trolls World Tour,Lonesome Flats Raft Adventure,2020,159,twt006 twt007 twt008,"$29.99, €29.99 | More",
41254-1,Trolls World Tour,Volcano Rock City Concert,2020,387,twt019 twt020 twt021,"$39.99, €39.99 | More",
41255-1,Trolls World Tour,Pop Village Celebration,2020,380,twt012 twt013 twt014 twt015 twt016,"$49.99, €49.99 | More",
41256-1,Trolls World Tour,Rainbow Caterbus,2020,395,twt002 twt011,"$39.99, €38.98 | More",
41258-1,Trolls World Tour,Vibe City Concert,2020,494,twt022 twt023 twt024 twt025 twt026,"$59.99, €59.99 | More",
41389-1,Friends,Ice Cream Cart,2020,97,frnd0345,"$9.99, €9.74 | More",
41390-1,Friends,Andrea's Car & Stage,2020,240,frnd0346 frnd0347,"$19.99, €19.99 | More",
41391-1,Friends,Heartlake City Hair Salon,2020,235,frnd0343 frnd0344,"$19.99, €19.99 | More",
41392-1,Friends,Nature Glamping,2020,241,frnd0349 frnd0350,"$29.99, €29.99 | More",
41393-1,Friends,Baking Competition,2020,361,frnd0354 frnd0355 frnd0356,"$39.99, €39.99 | More",
41394-1,Friends,Heartlake City Hospital,2020,379,frnd0240 frnd0357 frnd0358,"$49.99, €59.99 | More",
41395-1,Friends,Friendship Bus,2020,778,frnd0351 frnd0352 frnd0353,"$69.99, €69.99 | More",
41396-1,Friends,Puppy Playground,2020,57,frnd0367,"$9.99, €9.99 | More",
41397-1,Friends,Juice Truck,2020,103,frnd0365 frnd0366,"$19.99, €19.49 | More",
41398-1,Friends,Stephanie's House,2020,170,frnd0256 frnd0372 frnd0373,"$39.99, €39.99 | More",
41400-1,Friends,Andrea's Play Cube,2020,49,frnd0348,"$9.99, €9.99 | More",
41401-1,Friends,Stephanie's Play Cube,2020,44,frnd0361,"$9.99, €9.99 | More",
41402-1,Friends,Olivia's Play Cube,2020,40,frnd0359,"$9.99, €9.99 | More",
41403-1,Friends,Mia's Play Cube,2020,36,frnd0362,"$9.99, €9.99 | More",
41404-1,Friends,Emma's Play Cube,2020,40,frnd0360,"$9.99, €9.99 | More",
41405-1,Friends,Andrea's Shopping Play Cube,2020,40,frnd0368,"$9.99, €9.74 | More",
41406-1,Friends,Stephanie's Shopping Play Cube,2020,44,frnd0371,"$9.99, €9.74 | More",
41407-1,Friends,Olivia's Shopping Play Cube,2020,47,frnd0370,"$9.99, €9.99 | More",
41408-1,Friends,Mia's Shopping Play Cube,2020,37,frnd0369,"$9.99, €9.74 | More",
41409-1,Friends,Emma's Shopping Play Cube,2020,49,frnd0309,"$9.99, €9.74 | More",
41410-1,Friends,Andrea's Summer Play Cube,2020,43,frnd0386,"$9.99, €9.99 | More",
41411-1,Friends,Stephanie's Summer Play Cube,2020,47,frnd0398,"$9.99, €9.99 | More",
41412-1,Friends,Olivia's Summer Play Cube,2020,48,frnd0408,"$9.99, €9.99 | More",
41413-1,Friends,Mia's Summer Play Cube,2020,50,frnd0402,"$9.99, €9.99 | More",
41414-1,Friends,Emma's Summer Play Cube,2020,46,frnd0407,"$9.99, €9.74 | More",
41420-1,Friends,LEGO Friends Advent Calendar,2020,236,frnd0399 frnd0400 frnd0401 hol202,"$29.99, €24.36 | More",
41421-1,Friends,Baby Elephant Jungle Rescue,2020,203,frnd0375 frnd0376,"$19.99, €19.99 | More",
41422-1,Friends,Panda Jungle Tree House,2020,265,frnd0377 frnd0378,"$29.99, €29.99 | More",
41423-1,Friends,Tiger Hot Air Balloon Jungle Rescue,2020,302,frnd0376 frnd0392,"$39.99, €39.99 | More",
41424-1,Friends,Jungle Rescue Base,2020,648,frnd0378 frnd0392 frnd0393,"$79.99, €79.99 | More",
41425-1,Friends,Olivia's Flower Garden,2020,92,frnd0390 frnd0391,"$9.99, €9.99 | More",
41426-1,Friends,Heartlake City Park Café,2020,224,frnd0388 frnd0389,"$19.99, €19.99 | More",
41427-1,Friends,Emma's Fashion Shop,2020,343,frnd0296 frnd0374,"$29.99, €29.99 | More",
41428-1,Friends,Beach House,2020,444,frnd0383 frnd0384,"$49.99, €49.99 | More",
41429-1,Friends,Heartlake City Airplane,2020,574,frnd0403 frnd0404 frnd0405,"$69.99, €69.99 | More",
41430-1,Friends,Summer Fun Water Park,2020,1001,frnd0379 frnd0380 frnd0381 frnd0382,"$99.99, €99.99 | More",
41431-1,Friends,Heartlake City Brick Box,2020,321,frnd0363 frnd0364,"$39.99, €39.99 | More",
41432-1,Friends,Alpaca Mountain Jungle Rescue,2020,512,frnd0375 frnd0377,"$59.99, €59.99 | More",
41433-1,Friends,Party Boat,2020,640,frnd0385 frnd0386 frnd0387,"$79.99, €79.99 | More",
41434-1,Friends,Andrea's Jungle Play Cube,2020,47,frnd0394,"$9.99, €9.74 | More",
41435-1,Friends,Stephanie's Jungle Play Cube,2020,41,frnd0395,$9.99 | More,
41436-1,Friends,Olivia's Jungle Play Cube,2020,51,frnd0396,"$9.99, €9.74 | More",
41437-1,Friends,Mia's Jungle Play Cube,2020,43,frnd0397,"$9.99, €9.74 | More",
41438-1,Friends,Emma's Jungle Play Cube,2020,50,frnd0406,,
41900-1,Dots,Rainbow Bracelet,2020,33,,"$4.99, €5.99 | More",
41901-1,Dots,Funky Animals Bracelet,2020,33,,"$4.99, €5.99 | More",
41902-1,Dots,Sparkly Unicorn Bracelet,2020,33,,"$4.99, €5.99 | More",
41903-1,Dots,Cosmic Wonder Bracelet,2020,33,,"$4.99, €5.99 | More",
41904-1,Dots,Animal Picture Holders,2020,423,,"$14.99, €14.99 | More",
41905-1,Dots,Rainbow Jewellery Stand,2020,213,,"$14.99, €14.99 | More",
41906-1,Dots,Pineapple Pencil Holder,2020,351,,"$19.99, €19.99 | More",
41907-1,Dots,Desk Organiser,2020,405,,"$19.99, €19.99 | More",
41908-1,Dots,Extra DOTS - Series 1,2020,109,,"$3.99, €3.99 | More",
41911-1,Dots,Go Team! Bracelet,2020,33,,"$4.99, €5.99 | More",
41912-1,Dots,Love Birds Bracelet,2020,33,,"$4.99, €5.99 | More",
41913-1,Dots,Bracelet Mega Pack,2020,300,,"$24.99, €24.99 | More",
41914-1,Dots,Creative Picture Frames,2020,398,,"$19.99, €19.99 | More",
41915-1,Dots,Jewellery Box,2020,374,,"$19.99, €19.99 | More",
41916-1,Dots,Extra DOTS - Series 2,2020,109,,"$3.99, €3.99 | More",
41917-1,Dots,Magic Forest Bracelet,2020,33,,"$4.99, €5.99 | More",
41919-1,Dots,Power Bracelet,2020,33,,"$4.99, €5.99 | More",
42101-1,Technic,Buggy,2020,117,,"$12.99, €9.74 | More",
42102-1,Technic,Mini CLAAS XERION,2020,130,,"$12.99, €9.99 | More",
42103-1,Technic,Dragster,2020,225,,"$19.99, €19.99 | More",
42104-1,Technic,Race Truck,2020,227,,"$19.99, €19.49 | More",
42105-1,Technic,Catamaran,2020,404,,"$49.99, €39.99 | More",
42106-1,Technic,Stunt Show Truck & Bike,2020,610,,"$49.99, €49.99 | More",
42107-1,Technic,Ducati Panigale V4 R,2020,646,,"$79.99, €69.99 | More",
42108-1,Technic,Mobile Crane,2020,1292,,"$99.99, €99.99 | More",
42109-1,Technic,App-Controlled Top Gear Rally Car,2020,463,,"$129.99, €129.99 | More",
42111-1,Technic,Dom's Dodge Charger,2020,1077,,"$119.99, €119.99 | More",
42112-1,Technic,Concrete Mixer Truck,2020,1163,,"$119.99, €99.99 | More",
42113-1,Technic,Bell-Boeing V-22 Osprey,2020,1636,,"$149.99, €139.99",
42114-1,Technic,6x6 Volvo Articulated Hauler,2020,2193,,"$249.99, €259.99 | More",
42115-1,Technic,Lamborghini Sián FKP 37,2020,3696,,"$449.99, €449.99 | More",
43170-1,Disney,Moana's Ocean Adventure,2020,46,moa004,"$9.99, €9.74 | More",
43173-1,Disney,Aurora's Royal Carriage,2020,62,dp078,"$9.99, €9.74 | More",
43174-1,Disney,Mulan's Storybook Adventures,2020,124,dp080 dp081 dp082,"$19.99, €19.49 | More",
43175-1,Disney,Anna and Elsa's Storybook Adventures,2020,133,dp083 dp084 dp085 dp086,"$19.99, €19.99 | More",
43176-1,Disney,Ariel's Storybook Adventures,2020,105,dp087 dp088 dp089,"$19.99, €19.99 | More",
43177-1,Disney,Belle's Storybook Adventures,2020,111,38014pb01 dp077 dp090 dp091 dp092 dp093,"$19.99, €19.99 | More",
43178-1,Disney,Cinderella's Castle Celebration,2020,168,dp102,"$29.99, €29.23 | More",
43179-1,Disney,Mickey Mouse and Minnie Mouse Buildable Characters,2020,1739,,"$179.99, €179.99 | More",
43180-1,Disney,Belle's Castle Winter Celebration,2020,238,8  (5 unique to this set),"$49.99, €49.99 | More",
43182-1,Disney,Mulan's Training Grounds,2020,157,dp079,"$29.99, €29.23 | More",
43183-1,Disney,Moana's Island Home,2020,202,moa004,"$29.99, €29.23 | More",
43187-1,Disney,Rapunzel's Tower,2020,369,dp103 dp104,"$64.99, €64.99 | More",
43188-1,Disney,Aurora's Forest Cottage,2020,300,dp105 dp106,"$39.99, €39.99 | More",
45026-1,Education,Tubes,2020,150,,"$174.95, €184.99 | More",
45027-1,Education,Letters,2020,130,,,
45028-1,Education,My XL World,2020,480,47205pb037 47205pb044 47205pb050 47205pb051 47394pb203a 47394pb246,"$309.95, €334.99 | More",
45029-1,Education,Animals,2020,91,,,
45030-1,Education,People,2020,18,26  (7 unique to this set),$119.95 | More,
45601-1,Education,Large Hub,2020,1,,,
45602-1,Education,Large Angular Motor,2020,1,,,
45603-1,Education,Medium Angular Motor,2020,1,,$32.95,
45604-1,Education,Distance Sensor,2020,1,,,
45605-1,Education,Colour Sensor,2020,1,,,
45606-1,Education,Force Sensor,2020,1,,,
45610-1,Education,Large hub battery,2020,1,,,
45611-1,Education,Micro USB connector cable,2020,1,,,
45678-1,Education,SPIKE Prime Set,2020,528,edu007 edu008,"$399.95, €514.99 | More",
45680-1,Education,Expansion Set,2020,603,,"$104.95, €119.99 | More",
45813-1,Education,RePLAY Challenge Kit,2020,1634,fst033,,
45814-1,Education,PLAYMAKERS Explore Set,2020,779,,,
